transaction_id,customer_id,product_id,store_id,transaction_date,transaction_time,quantity,unit_price,discount_pct,total_amount,payment_method,status,source_system
TXN0000141,CUST0063,PROD0011,STORE007,2023-07-21,11:07:59,3,421.06,0.24,960.02,Cash,Completed,MobileApp
TXN0000142,CUST0140,PROD0006,STORE001,2023-04-18,14:51:18,4,885.14,0.28,2549.2,Wallet,Completed,WebApp
TXN0000143,CUST0173,PROD0016,STORE003,2023-12-04,04:45:27,3,423.14,0.07,1180.56,Net Banking,Completed,WebApp
TXN0000144,CUST0154,PROD0016,STORE007,2023-12-21,13:34:02,5,423.14,0.15,1798.34,UPI,Pending,MobileApp
TXN0000145,CUST0164,PROD0003,STORE002,2023-07-01,05:41:39,2,463.5,0.2,741.6,Credit Card,Pending,MobileApp
TXN0000146,CUST0174,PROD0021,STORE007,2023-08-09,03:00:06,3,1169.25,0.29,2490.5,UPI,Completed,MobileApp
TXN0000147,CUST0192,PROD0017,STORE004,2023-08-26,21:37:44,4,383.47,0.11,1365.15,Cash,Completed,WebApp
TXN0000148,CUST0007,PROD0016,STORE002,2023-02-13,03:53:46,3,423.14,0.12,1117.09,Debit Card,Completed,WebApp
TXN0000149,CUST0088,PROD0015,STORE004,2023-09-01,03:28:46,5,1221.45,0.14,5252.23,Wallet,Returned,WebApp
TXN0000150,CUST0018,PROD0010,STORE001,2023-06-25,20:06:43,1,1353.53,0.01,1339.99,Debit Card,Completed,MobileApp
TXN0000151,CUST0045,PROD0018,STORE003,2023-08-25,07:51:25,3,32.14,0.17,80.03,Wallet,Completed,POS
TXN0000152,CUST0164,PROD0022,STORE007,2023-11-11,06:28:37,4,760.72,0.01,3012.45,Net Banking,Returned,POS
TXN0000153,CUST0181,PROD0007,STORE004,2023-02-02,18:06:51,3,1252.2,0.23,2892.58,Cash,Completed,WebApp
TXN0000154,CUST0084,PROD0007,STORE008,2023-09-08,16:40:20,1,1252.2,0.08,1152.02,Cash,Returned,MobileApp
TXN0000155,CUST0101,PROD0019,STORE002,2023-08-23,19:11:52,3,33.51,0.11,89.47,Wallet,Completed,MobileApp
TXN0000156,CUST0152,PROD0003,STORE003,2023-06-06,03:11:23,3,463.5,0.04,1334.88,Wallet,Completed,MobileApp
TXN0000157,CUST0100,PROD0014,STORE003,2023-04-06,15:40:34,5,112.23,0.12,493.81,Wallet,Completed,MobileApp
TXN0000158,CUST0043,PROD0016,STORE005,2023-08-19,19:03:55,2,423.14,0.06,795.5,UPI,Completed,WebApp
TXN0000159,CUST0035,PROD0007,STORE007,2023-09-11,13:43:31,5,1252.2,0.15,5321.85,Net Banking,Returned,WebApp
TXN0000160,CUST0043,PROD0003,STORE001,2023-05-21,07:34:18,2,463.5,0.09,843.57,Debit Card,Returned,MobileApp
TXN0000161,CUST0191,PROD0025,STORE008,2023-10-21,03:17:49,5,740.5,0.15,3147.12,Cash,Completed,MobileApp
TXN0000162,CUST0194,PROD0002,STORE008,2023-08-06,03:47:53,5,977.37,0.07,4544.77,Wallet,Completed,WebApp
TXN0000163,CUST0009,PROD0015,STORE005,2023-02-14,14:55:07,3,1221.45,0.26,2711.62,Debit Card,Completed,MobileApp
TXN0000164,CUST0151,PROD0023,STORE006,2023-03-26,19:08:50,5,459.43,0.19,1860.69,Debit Card,Completed,POS
TXN0000165,CUST0146,PROD0012,STORE005,2023-06-15,22:18:18,5,997.53,0.16,4189.63,Cash,Completed,MobileApp
TXN0000166,CUST0174,PROD0004,STORE003,2023-05-22,20:08:44,4,1332.02,0.28,3836.22,Debit Card,Completed,POS
TXN0000167,CUST0183,PROD0011,STORE004,2023-10-23,20:17:40,4,421.06,0.15,1431.6,Net Banking,Returned,WebApp
TXN0000168,CUST0020,PROD0021,STORE002,2023-05-23,22:59:56,4,1169.25,0.15,3975.45,UPI,Returned,WebApp
TXN0000169,CUST0084,PROD0019,STORE001,2023-08-23,20:42:44,1,33.51,0.22,26.14,UPI,Completed,MobileApp
TXN0000170,CUST0102,PROD0007,STORE007,2023-06-15,09:21:35,2,1252.2,0.15,2128.74,Cash,Completed,MobileApp
TXN0000171,CUST0125,PROD0011,STORE001,2023-08-24,00:07:59,1,421.06,0.03,408.43,Debit Card,Returned,WebApp
TXN0000172,CUST0001,PROD0014,STORE004,2023-06-04,05:55:59,2,112.23,0.26,166.1,UPI,Completed,MobileApp
TXN0000173,CUST0093,PROD0009,STORE002,2023-11-29,05:03:25,3,1284.62,0.2,3083.09,Wallet,Completed,MobileApp
TXN0000174,CUST0180,PROD0025,STORE004,2023-12-27,03:00:13,4,740.5,0.2,2369.6,Net Banking,Completed,POS
TXN0000175,CUST0152,PROD0008,STORE008,2023-06-25,03:55:27,1,1038.52,0.0,1038.52,Wallet,Completed,WebApp
TXN0000176,CUST0019,PROD0008,STORE007,2023-02-22,03:20:23,1,1038.52,0.22,810.05,UPI,Completed,WebApp
TXN0000177,CUST0199,PROD0025,STORE003,2023-10-16,00:39:41,2,740.5,0.02,1451.38,Debit Card,Returned,WebApp
TXN0000178,CUST0185,PROD0007,STORE003,2023-08-15,06:05:57,4,1252.2,0.18,4107.22,Credit Card,Completed,POS
TXN0000179,CUST0151,PROD0024,STORE007,2023-06-11,04:15:17,3,1497.89,0.29,3190.51,Wallet,Completed,POS
TXN0000180,CUST0142,PROD0020,STORE005,2023-12-04,09:13:33,1,793.87,0.25,595.4,Cash,Pending,POS
TXN0000181,CUST0192,PROD0013,STORE005,2023-05-03,15:24:07,1,85.36,0.24,64.87,Debit Card,Returned,MobileApp
TXN0000182,CUST0153,PROD0003,STORE001,2023-03-09,12:55:53,3,463.5,0.28,1001.16,Cash,Returned,WebApp
TXN0000183,CUST0140,PROD0022,STORE003,2023-02-07,00:37:04,4,760.72,0.29,2160.44,Credit Card,Completed,POS
TXN0000184,CUST0011,PROD0002,STORE007,2023-12-31,16:49:26,5,977.37,0.09,4447.03,Net Banking,Returned,POS
TXN0000185,CUST0164,PROD0018,STORE003,2023-02-10,16:58:13,3,32.14,0.03,93.53,Debit Card,Pending,WebApp
TXN0000186,CUST0101,PROD0019,STORE002,2023-05-03,01:15:05,3,33.51,0.21,79.42,Net Banking,Completed,WebApp
TXN0000187,CUST0157,PROD0020,STORE001,2023-12-03,23:11:07,3,793.87,0.2,1905.29,Credit Card,Completed,MobileApp
TXN0000188,CUST0003,PROD0006,STORE008,2023-05-13,05:23:08,3,885.14,0.16,2230.55,Wallet,Completed,MobileApp
TXN0000189,CUST0031,PROD0025,STORE001,2023-05-20,16:04:16,3,740.5,0.24,1688.34,Wallet,Pending,MobileApp
TXN0000190,CUST0020,PROD0016,STORE008,2023-09-13,18:10:23,5,423.14,0.11,1882.97,Debit Card,Completed,POS
TXN0000191,CUST0147,PROD0022,STORE002,2023-01-02,01:54:55,2,760.72,0.22,1186.72,Credit Card,Completed,POS
TXN0000192,CUST0121,PROD0012,STORE007,2023-01-19,17:51:58,2,997.53,0.05,1895.31,Wallet,Returned,POS
TXN0000193,CUST0083,PROD0008,STORE007,2023-02-09,18:23:07,3,1038.52,0.08,2866.32,Cash,Completed,POS
TXN0000194,CUST0058,PROD0017,STORE001,2023-08-27,09:49:54,4,383.47,0.02,1503.2,UPI,Completed,POS
TXN0000195,CUST0142,PROD0015,STORE001,2023-10-16,09:47:39,3,1221.45,0.06,3444.49,Debit Card,Returned,WebApp
TXN0000196,CUST0152,PROD0016,STORE004,2023-05-06,04:00:59,5,423.14,0.23,1629.09,Net Banking,Completed,POS
TXN0000197,CUST0139,PROD0012,STORE001,2023-12-03,12:54:47,3,997.53,0.0,2992.59,Wallet,Completed,POS
TXN0000198,CUST0053,PROD0017,STORE004,2023-01-31,04:45:17,4,383.47,0.15,1303.8,Credit Card,Completed,POS
TXN0000199,CUST0134,PROD0014,STORE006,2023-02-13,18:06:32,4,112.23,0.29,318.73,Debit Card,Returned,POS
TXN0000200,CUST0152,PROD0019,STORE001,2023-03-08,07:18:16,4,33.51,0.2,107.23,UPI,Returned,MobileApp
TXN0000201,CUST0189,PROD0011,STORE006,2023-02-08,06:08:49,4,421.06,0.08,1549.5,Cash,Completed,POS
TXN0000202,CUST0028,PROD0006,STORE008,2023-03-03,17:22:49,4,885.14,0.09,3221.91,Debit Card,Returned,WebApp
TXN0000203,CUST0119,PROD0009,STORE002,2023-12-18,09:52:45,1,1284.62,0.05,1220.39,Wallet,Pending,POS
TXN0000204,CUST0056,PROD0011,STORE003,2023-07-02,12:32:03,1,421.06,0.21,332.64,Wallet,Completed,WebApp
TXN0000205,CUST0045,PROD0001,STORE007,2023-10-09,07:06:29,4,975.0,0.17,3237.0,Credit Card,Completed,POS
TXN0000206,CUST0004,PROD0002,STORE004,2023-07-25,11:43:40,2,977.37,0.06,1837.46,Wallet,Completed,MobileApp
TXN0000207,CUST0151,PROD0009,STORE002,2023-04-12,20:28:51,1,1284.62,0.3,899.23,Debit Card,Completed,WebApp
TXN0000208,CUST0032,PROD0002,STORE008,2023-10-21,13:52:46,1,977.37,0.05,928.5,Net Banking,Returned,POS
TXN0000209,CUST0098,PROD0022,STORE007,2023-04-06,08:17:28,2,760.72,0.11,1354.08,Debit Card,Completed,MobileApp
TXN0000210,CUST0159,PROD0020,STORE004,2023-10-09,15:03:05,3,793.87,0.15,2024.37,UPI,Returned,POS
TXN0000211,CUST0108,PROD0007,STORE004,2023-07-15,22:22:30,5,1252.2,0.24,4758.36,Cash,Returned,WebApp
